epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.7946,3.00706,4.47249,4.39768,0.00298,0.7803,0.00381,0.00088,2.75678,4.45308,4.15869,2.5e-05,2.5e-05,2.5e-05
